filename,partition,task,semantic_label,numeric_label
06820.png,train,source,colosseum,0
09709.png,test,source,st_stephen_cathedral_vienna,4
06419.png,train,source,st_stephen_cathedral_vienna,4
07408.png,val,source,gaudi_casa_batllo_barcelona,7
00821.png,train,source,petronas_towers,1
08931.png,test,source,petronas_towers,1
08641.png,test,source,petronas_towers,1
08679.png,test,source,st_stephen_cathedral_vienna,4
04849.png,train,source,st_stephen_cathedral_vienna,4
04593.png,train,source,museu_nacional_dart_de_catalunya,3
07690.png,val,source,colosseum,0
06146.png,train,source,berlin_cathedral,5
09956.png,test,source,berlin_cathedral,5
02608.png,train,source,gaudi_casa_batllo_barcelona,7
04288.png,train,source,gaudi_casa_batllo_barcelona,7
00339.png,train,source,st_stephen_cathedral_vienna,4
08643.png,test,source,museu_nacional_dart_de_catalunya,3
05322.png,train,source,rialto_bridge,2
02483.png,train,source,museu_nacional_dart_de_catalunya,3
04220.png,train,source,colosseum,0
09006.png,test,source,berlin_cathedral,5
07713.png,val,source,museu_nacional_dart_de_catalunya,3
00966.png,train,source,berlin_cathedral,5
03840.png,train,source,colosseum,0
07426.png,val,source,berlin_cathedral,5
04996.png,train,source,berlin_cathedral,5
09453.png,test,source,museu_nacional_dart_de_catalunya,3
07202.png,val,source,rialto_bridge,2
03247.png,train,source,hagia_sophia,6
09608.png,test,source,gaudi_casa_batllo_barcelona,7
03519.png,train,source,st_stephen_cathedral_vienna,4
07732.png,val,source,rialto_bridge,2
00982.png,train,source,rialto_bridge,2
06078.png,train,source,gaudi_casa_batllo_barcelona,7
08698.png,test,source,gaudi_casa_batllo_barcelona,7
06460.png,train,source,colosseum,0
07241.png,val,source,petronas_towers,1
02130.png,train,source,colosseum,0
09789.png,test,source,st_stephen_cathedral_vienna,4
01579.png,train,source,st_stephen_cathedral_vienna,4
04453.png,train,source,museu_nacional_dart_de_catalunya,3
09932.png,test,source,rialto_bridge,2
04350.png,train,source,colosseum,0
00123.png,train,source,museu_nacional_dart_de_catalunya,3
08039.png,val,source,st_stephen_cathedral_vienna,4
05096.png,train,source,berlin_cathedral,5
04582.png,train,source,rialto_bridge,2
08461.png,val,source,petronas_towers,1
06803.png,train,source,museu_nacional_dart_de_catalunya,3
09201.png,test,source,petronas_towers,1
04673.png,train,source,museu_nacional_dart_de_catalunya,3
00208.png,train,source,gaudi_casa_batllo_barcelona,7
08880.png,test,source,colosseum,0
04483.png,train,source,museu_nacional_dart_de_catalunya,3
03931.png,train,source,petronas_towers,1
02358.png,train,source,gaudi_casa_batllo_barcelona,7
08827.png,test,source,hagia_sophia,6
09889.png,test,source,st_stephen_cathedral_vienna,4
02821.png,train,source,petronas_towers,1
08167.png,val,source,hagia_sophia,6
08838.png,test,source,gaudi_casa_batllo_barcelona,7
03270.png,train,source,colosseum,0
07660.png,val,source,colosseum,0
04688.png,train,source,gaudi_casa_batllo_barcelona,7
07577.png,val,source,hagia_sophia,6
01508.png,train,source,gaudi_casa_batllo_barcelona,7
08401.png,val,source,petronas_towers,1
08723.png,test,source,museu_nacional_dart_de_catalunya,3
09291.png,test,source,petronas_towers,1
07390.png,val,source,colosseum,0
07499.png,val,source,st_stephen_cathedral_vienna,4
06407.png,train,source,hagia_sophia,6
04921.png,train,source,petronas_towers,1
09869.png,test,source,st_stephen_cathedral_vienna,4
07159.png,val,source,st_stephen_cathedral_vienna,4
02792.png,train,source,rialto_bridge,2
09022.png,test,source,rialto_bridge,2
04803.png,train,source,museu_nacional_dart_de_catalunya,3
08150.png,val,source,colosseum,0
09299.png,test,source,st_stephen_cathedral_vienna,4
00170.png,train,source,colosseum,0
09460.png,test,source,colosseum,0
03226.png,train,source,berlin_cathedral,5
06949.png,train,source,st_stephen_cathedral_vienna,4
03550.png,train,source,colosseum,0
09549.png,test,source,st_stephen_cathedral_vienna,4
09753.png,test,source,museu_nacional_dart_de_catalunya,3
07058.png,val,source,gaudi_casa_batllo_barcelona,7
02833.png,train,source,museu_nacional_dart_de_catalunya,3
01457.png,train,source,hagia_sophia,6
02379.png,train,source,st_stephen_cathedral_vienna,4
08877.png,test,source,hagia_sophia,6
08676.png,test,source,berlin_cathedral,5
08587.png,test,source,hagia_sophia,6
06310.png,train,source,colosseum,0
09593.png,test,source,museu_nacional_dart_de_catalunya,3
03679.png,train,source,st_stephen_cathedral_vienna,4
08638.png,test,source,gaudi_casa_batllo_barcelona,7
03898.png,train,source,gaudi_casa_batllo_barcelona,7
02230.png,train,source,colosseum,0
08356.png,val,source,berlin_cathedral,5
04297.png,train,source,hagia_sophia,6
00853.png,train,source,museu_nacional_dart_de_catalunya,3
00188.png,train,source,gaudi_casa_batllo_barcelona,7
04659.png,train,source,st_stephen_cathedral_vienna,4
05619.png,train,source,st_stephen_cathedral_vienna,4
09141.png,test,source,petronas_towers,1
06668.png,train,source,gaudi_casa_batllo_barcelona,7
05996.png,train,source,berlin_cathedral,5
09942.png,test,source,rialto_bridge,2
05970.png,train,source,colosseum,0
09501.png,test,source,petronas_towers,1
01000.png,train,source,colosseum,0
01381.png,train,source,petronas_towers,1
05979.png,train,source,st_stephen_cathedral_vienna,4
04109.png,train,source,st_stephen_cathedral_vienna,4
03698.png,train,source,gaudi_casa_batllo_barcelona,7
07188.png,val,source,gaudi_casa_batllo_barcelona,7
09923.png,test,source,museu_nacional_dart_de_catalunya,3
05437.png,train,source,hagia_sophia,6
01821.png,train,source,petronas_towers,1
03648.png,train,source,gaudi_casa_batllo_barcelona,7
04846.png,train,source,berlin_cathedral,5
03387.png,train,source,hagia_sophia,6
05019.png,train,source,st_stephen_cathedral_vienna,4
09519.png,test,source,st_stephen_cathedral_vienna,4
04730.png,train,source,colosseum,0
08631.png,test,source,petronas_towers,1
08629.png,test,source,st_stephen_cathedral_vienna,4
03217.png,train,source,hagia_sophia,6
09680.png,test,source,colosseum,0
09403.png,test,source,museu_nacional_dart_de_catalunya,3
00337.png,train,source,hagia_sophia,6
00200.png,train,source,colosseum,0
07271.png,val,source,petronas_towers,1
05987.png,train,source,hagia_sophia,6
09508.png,test,source,gaudi_casa_batllo_barcelona,7
00868.png,train,source,gaudi_casa_batllo_barcelona,7
06381.png,train,source,petronas_towers,1
04736.png,train,source,berlin_cathedral,5
07768.png,val,source,gaudi_casa_batllo_barcelona,7
07016.png,val,source,berlin_cathedral,5
09239.png,test,source,st_stephen_cathedral_vienna,4
07493.png,val,source,museu_nacional_dart_de_catalunya,3
07576.png,val,source,berlin_cathedral,5
02052.png,train,source,rialto_bridge,2
08876.png,test,source,berlin_cathedral,5
04418.png,train,source,gaudi_casa_batllo_barcelona,7
03110.png,train,source,colosseum,0
08801.png,test,source,petronas_towers,1
07263.png,val,source,museu_nacional_dart_de_catalunya,3
00433.png,train,source,museu_nacional_dart_de_catalunya,3
07330.png,val,source,colosseum,0
05747.png,train,source,hagia_sophia,6
01830.png,train,source,colosseum,0
01037.png,train,source,hagia_sophia,6
09837.png,test,source,hagia_sophia,6
07109.png,val,source,st_stephen_cathedral_vienna,4
05242.png,train,source,rialto_bridge,2
09482.png,test,source,rialto_bridge,2
03949.png,train,source,st_stephen_cathedral_vienna,4
08867.png,test,source,hagia_sophia,6
01306.png,train,source,berlin_cathedral,5
00156.png,train,source,berlin_cathedral,5
07483.png,val,source,museu_nacional_dart_de_catalunya,3
01030.png,train,source,colosseum,0
04143.png,train,source,museu_nacional_dart_de_catalunya,3
07130.png,val,source,colosseum,0
08058.png,val,source,gaudi_casa_batllo_barcelona,7
07149.png,val,source,st_stephen_cathedral_vienna,4
06836.png,train,source,berlin_cathedral,5
07412.png,val,source,rialto_bridge,2
08870.png,test,source,colosseum,0
09579.png,test,source,st_stephen_cathedral_vienna,4
07771.png,val,source,petronas_towers,1
07926.png,val,source,berlin_cathedral,5
06586.png,train,source,berlin_cathedral,5
02623.png,train,source,museu_nacional_dart_de_catalunya,3
00890.png,train,source,colosseum,0
07589.png,val,source,st_stephen_cathedral_vienna,4
07659.png,val,source,st_stephen_cathedral_vienna,4
08960.png,test,source,colosseum,0
08748.png,test,source,gaudi_casa_batllo_barcelona,7
07610.png,val,source,colosseum,0
04819.png,train,source,st_stephen_cathedral_vienna,4
00311.png,train,source,petronas_towers,1
09749.png,test,source,st_stephen_cathedral_vienna,4
07179.png,val,source,st_stephen_cathedral_vienna,4
01357.png,train,source,hagia_sophia,6
08839.png,test,source,st_stephen_cathedral_vienna,4
01191.png,train,source,petronas_towers,1
00542.png,train,source,rialto_bridge,2
02299.png,train,source,st_stephen_cathedral_vienna,4
07112.png,val,source,rialto_bridge,2
06852.png,train,source,rialto_bridge,2
09473.png,test,source,museu_nacional_dart_de_catalunya,3
07203.png,val,source,museu_nacional_dart_de_catalunya,3
09559.png,test,source,st_stephen_cathedral_vienna,4
03392.png,train,source,rialto_bridge,2
09497.png,test,source,hagia_sophia,6
04112.png,train,source,rialto_bridge,2
09077.png,test,source,hagia_sophia,6
07830.png,val,source,colosseum,0
06309.png,train,source,st_stephen_cathedral_vienna,4
08733.png,test,source,museu_nacional_dart_de_catalunya,3
09916.png,test,source,berlin_cathedral,5
07709.png,val,source,st_stephen_cathedral_vienna,4
07853.png,val,source,museu_nacional_dart_de_catalunya,3
07587.png,val,source,hagia_sophia,6
07679.png,val,source,st_stephen_cathedral_vienna,4
03877.png,train,source,hagia_sophia,6
02109.png,train,source,st_stephen_cathedral_vienna,4
08966.png,test,source,berlin_cathedral,5
07631.png,val,source,petronas_towers,1
09747.png,test,source,hagia_sophia,6
06293.png,train,source,museu_nacional_dart_de_catalunya,3
07531.png,val,source,petronas_towers,1
01290.png,train,source,colosseum,0
09630.png,test,source,colosseum,0
06933.png,train,source,museu_nacional_dart_de_catalunya,3
08250.png,val,source,colosseum,0
03036.png,train,source,berlin_cathedral,5
01616.png,train,source,berlin_cathedral,5
08477.png,val,source,hagia_sophia,6
01993.png,train,source,museu_nacional_dart_de_catalunya,3
07883.png,val,source,museu_nacional_dart_de_catalunya,3
00879.png,train,source,st_stephen_cathedral_vienna,4
08903.png,test,source,museu_nacional_dart_de_catalunya,3
08572.png,test,source,rialto_bridge,2
08173.png,val,source,museu_nacional_dart_de_catalunya,3
05028.png,train,source,gaudi_casa_batllo_barcelona,7
08812.png,test,source,rialto_bridge,2
06339.png,train,source,st_stephen_cathedral_vienna,4
08956.png,test,source,berlin_cathedral,5
02340.png,train,source,colosseum,0
07867.png,val,source,hagia_sophia,6
06188.png,train,source,gaudi_casa_batllo_barcelona,7
02643.png,train,source,museu_nacional_dart_de_catalunya,3
05659.png,train,source,st_stephen_cathedral_vienna,4
01102.png,train,source,rialto_bridge,2
09107.png,test,source,hagia_sophia,6
07799.png,val,source,st_stephen_cathedral_vienna,4
06307.png,train,source,hagia_sophia,6
09761.png,test,source,petronas_towers,1
03088.png,train,source,gaudi_casa_batllo_barcelona,7
07138.png,val,source,gaudi_casa_batllo_barcelona,7
06022.png,train,source,rialto_bridge,2
07272.png,val,source,rialto_bridge,2
09342.png,test,source,rialto_bridge,2
07639.png,val,source,st_stephen_cathedral_vienna,4
05700.png,train,source,colosseum,0
00431.png,train,source,petronas_towers,1
06132.png,train,source,rialto_bridge,2
02083.png,train,source,museu_nacional_dart_de_catalunya,3
07329.png,val,source,st_stephen_cathedral_vienna,4
06810.png,train,source,colosseum,0
07061.png,val,source,petronas_towers,1
07533.png,val,source,museu_nacional_dart_de_catalunya,3
02593.png,train,source,museu_nacional_dart_de_catalunya,3
07591.png,val,source,petronas_towers,1
08579.png,test,source,st_stephen_cathedral_vienna,4
02208.png,train,source,gaudi_casa_batllo_barcelona,7
07929.png,val,source,st_stephen_cathedral_vienna,4
09683.png,test,source,museu_nacional_dart_de_catalunya,3
09997.png,test,source,hagia_sophia,6
09210.png,test,source,colosseum,0
03988.png,train,source,gaudi_casa_batllo_barcelona,7
06907.png,train,source,hagia_sophia,6
07703.png,val,source,museu_nacional_dart_de_catalunya,3
00786.png,train,source,berlin_cathedral,5
06989.png,train,source,st_stephen_cathedral_vienna,4
09076.png,test,source,berlin_cathedral,5
07922.png,val,source,rialto_bridge,2
07761.png,val,source,petronas_towers,1
08923.png,test,source,museu_nacional_dart_de_catalunya,3
07670.png,val,source,colosseum,0
07719.png,val,source,st_stephen_cathedral_vienna,4
05442.png,train,source,rialto_bridge,2
04530.png,train,source,colosseum,0
05357.png,train,source,hagia_sophia,6
07440.png,val,source,colosseum,0
03062.png,train,source,rialto_bridge,2
08072.png,val,source,rialto_bridge,2
01136.png,train,source,berlin_cathedral,5
05628.png,train,source,gaudi_casa_batllo_barcelona,7
09751.png,test,source,petronas_towers,1
08317.png,val,source,hagia_sophia,6
02530.png,train,source,colosseum,0
09706.png,test,source,berlin_cathedral,5
07047.png,val,source,hagia_sophia,6
08891.png,test,source,petronas_towers,1
04153.png,train,source,museu_nacional_dart_de_catalunya,3
09907.png,test,source,hagia_sophia,6
09296.png,test,source,berlin_cathedral,5
08959.png,test,source,st_stephen_cathedral_vienna,4
03919.png,train,source,st_stephen_cathedral_vienna,4
00523.png,train,source,museu_nacional_dart_de_catalunya,3
00376.png,train,source,berlin_cathedral,5
09101.png,test,source,petronas_towers,1
08981.png,test,source,petronas_towers,1
08191.png,val,source,petronas_towers,1
07452.png,val,source,rialto_bridge,2
02081.png,train,source,petronas_towers,1
05449.png,train,source,st_stephen_cathedral_vienna,4
05601.png,train,source,petronas_towers,1
07806.png,val,source,berlin_cathedral,5
07250.png,val,source,colosseum,0
00270.png,train,source,colosseum,0
07197.png,val,source,hagia_sophia,6
01371.png,train,source,petronas_towers,1
07560.png,val,source,colosseum,0
09966.png,test,source,berlin_cathedral,5
02259.png,train,source,st_stephen_cathedral_vienna,4
08816.png,test,source,berlin_cathedral,5
07407.png,val,source,hagia_sophia,6
05626.png,train,source,berlin_cathedral,5
07728.png,val,source,gaudi_casa_batllo_barcelona,7
00347.png,train,source,hagia_sophia,6
03000.png,train,source,colosseum,0
07209.png,val,source,st_stephen_cathedral_vienna,4
07712.png,val,source,rialto_bridge,2
00843.png,train,source,museu_nacional_dart_de_catalunya,3
04780.png,train,source,colosseum,0
03043.png,train,source,museu_nacional_dart_de_catalunya,3
08460.png,val,source,colosseum,0
08162.png,val,source,rialto_bridge,2
01036.png,train,source,berlin_cathedral,5
05833.png,train,source,museu_nacional_dart_de_catalunya,3
01663.png,train,source,museu_nacional_dart_de_catalunya,3
00722.png,train,source,rialto_bridge,2
09882.png,test,source,rialto_bridge,2
09392.png,test,source,rialto_bridge,2
04793.png,train,source,museu_nacional_dart_de_catalunya,3
02461.png,train,source,petronas_towers,1
09476.png,test,source,berlin_cathedral,5
09169.png,test,source,st_stephen_cathedral_vienna,4
08911.png,test,source,petronas_towers,1
04210.png,train,source,colosseum,0
07498.png,val,source,gaudi_casa_batllo_barcelona,7
09897.png,test,source,hagia_sophia,6
09959.png,test,source,st_stephen_cathedral_vienna,4
04722.png,train,source,rialto_bridge,2
07413.png,val,source,museu_nacional_dart_de_catalunya,3
07548.png,val,source,gaudi_casa_batllo_barcelona,7
09617.png,test,source,hagia_sophia,6
03432.png,train,source,rialto_bridge,2
01429.png,train,source,st_stephen_cathedral_vienna,4
09647.png,test,source,hagia_sophia,6
09816.png,test,source,berlin_cathedral,5
09989.png,test,source,st_stephen_cathedral_vienna,4
08998.png,test,source,gaudi_casa_batllo_barcelona,7
01669.png,train,source,st_stephen_cathedral_vienna,4
01040.png,train,source,colosseum,0
02860.png,train,source,colosseum,0
07267.png,val,source,hagia_sophia,6
07276.png,val,source,berlin_cathedral,5
07491.png,val,source,petronas_towers,1
08049.png,val,source,st_stephen_cathedral_vienna,4
07277.png,val,source,hagia_sophia,6
07090.png,val,source,colosseum,0
00138.png,train,source,gaudi_casa_batllo_barcelona,7
00592.png,train,source,rialto_bridge,2
05423.png,train,source,museu_nacional_dart_de_catalunya,3
08022.png,val,source,rialto_bridge,2
07357.png,val,source,hagia_sophia,6
00172.png,train,source,rialto_bridge,2
09391.png,test,source,petronas_towers,1
05407.png,train,source,hagia_sophia,6
04471.png,train,source,petronas_towers,1
01043.png,train,source,museu_nacional_dart_de_catalunya,3
08857.png,test,source,hagia_sophia,6
07270.png,val,source,colosseum,0
07681.png,val,source,petronas_towers,1
05986.png,train,source,berlin_cathedral,5
07753.png,val,source,museu_nacional_dart_de_catalunya,3
09151.png,test,source,petronas_towers,1
01526.png,train,source,berlin_cathedral,5
03349.png,train,source,st_stephen_cathedral_vienna,4
00312.png,train,source,rialto_bridge,2
08737.png,test,source,hagia_sophia,6
06287.png,train,source,hagia_sophia,6
06972.png,train,source,rialto_bridge,2
00109.png,train,source,st_stephen_cathedral_vienna,4
00392.png,train,source,rialto_bridge,2
08223.png,val,source,museu_nacional_dart_de_catalunya,3
04889.png,train,source,st_stephen_cathedral_vienna,4
05203.png,train,source,museu_nacional_dart_de_catalunya,3
00561.png,train,source,petronas_towers,1
04201.png,train,source,petronas_towers,1
07528.png,val,source,gaudi_casa_batllo_barcelona,7
07621.png,val,source,petronas_towers,1
08892.png,test,source,rialto_bridge,2
03362.png,train,source,rialto_bridge,2
07509.png,val,source,st_stephen_cathedral_vienna,4
07497.png,val,source,hagia_sophia,6
08088.png,val,source,gaudi_casa_batllo_barcelona,7
04686.png,train,source,berlin_cathedral,5
01782.png,train,source,rialto_bridge,2
08743.png,test,source,museu_nacional_dart_de_catalunya,3
07539.png,val,source,st_stephen_cathedral_vienna,4
08788.png,test,source,gaudi_casa_batllo_barcelona,7
04837.png,train,source,hagia_sophia,6
08386.png,val,source,berlin_cathedral,5
06537.png,train,source,hagia_sophia,6
05802.png,train,source,rialto_bridge,2
09639.png,test,source,st_stephen_cathedral_vienna,4
07020.png,val,source,colosseum,0
04068.png,train,source,gaudi_casa_batllo_barcelona,7
08333.png,val,source,museu_nacional_dart_de_catalunya,3
04503.png,train,source,museu_nacional_dart_de_catalunya,3
05926.png,train,source,berlin_cathedral,5
02152.png,train,source,rialto_bridge,2
04337.png,train,source,hagia_sophia,6
05853.png,train,source,museu_nacional_dart_de_catalunya,3
05493.png,train,source,museu_nacional_dart_de_catalunya,3
01438.png,train,source,gaudi_casa_batllo_barcelona,7
07593.png,val,source,museu_nacional_dart_de_catalunya,3
08143.png,val,source,museu_nacional_dart_de_catalunya,3
09906.png,test,source,berlin_cathedral,5
06629.png,train,source,st_stephen_cathedral_vienna,4
06621.png,train,source,petronas_towers,1
09029.png,test,source,st_stephen_cathedral_vienna,4
09779.png,test,source,st_stephen_cathedral_vienna,4
05187.png,train,source,hagia_sophia,6
07758.png,val,source,gaudi_casa_batllo_barcelona,7
09856.png,test,source,berlin_cathedral,5
09303.png,test,source,museu_nacional_dart_de_catalunya,3
09216.png,test,source,berlin_cathedral,5
08199.png,val,source,st_stephen_cathedral_vienna,4
05539.png,train,source,st_stephen_cathedral_vienna,4
09231.png,test,source,petronas_towers,1
08130.png,val,source,colosseum,0
08842.png,test,source,rialto_bridge,2
04877.png,train,source,hagia_sophia,6
03451.png,train,source,petronas_towers,1
06792.png,train,source,rialto_bridge,2
08567.png,test,source,hagia_sophia,6
09573.png,test,source,museu_nacional_dart_de_catalunya,3
07917.png,val,source,hagia_sophia,6
05943.png,train,source,museu_nacional_dart_de_catalunya,3
01689.png,train,source,st_stephen_cathedral_vienna,4
07333.png,val,source,museu_nacional_dart_de_catalunya,3
08747.png,test,source,hagia_sophia,6
07151.png,val,source,petronas_towers,1
08561.png,test,source,petronas_towers,1
04728.png,train,source,gaudi_casa_batllo_barcelona,7
08521.png,test,source,petronas_towers,1
07172.png,val,source,rialto_bridge,2
02650.png,train,source,colosseum,0
05431.png,train,source,petronas_towers,1
02142.png,train,source,rialto_bridge,2
09561.png,test,source,petronas_towers,1
03350.png,train,source,colosseum,0
08318.png,val,source,gaudi_casa_batllo_barcelona,7
07619.png,val,source,st_stephen_cathedral_vienna,4
04482.png,train,source,rialto_bridge,2
09701.png,test,source,petronas_towers,1
07293.png,val,source,museu_nacional_dart_de_catalunya,3
06182.png,train,source,rialto_bridge,2
04763.png,train,source,museu_nacional_dart_de_catalunya,3
09567.png,test,source,hagia_sophia,6
05083.png,train,source,museu_nacional_dart_de_catalunya,3
07420.png,val,source,colosseum,0
08258.png,val,source,gaudi_casa_batllo_barcelona,7
09920.png,test,source,colosseum,0
01521.png,train,source,petronas_towers,1
07101.png,val,source,petronas_towers,1
00810.png,train,source,colosseum,0
04056.png,train,source,berlin_cathedral,5
09412.png,test,source,rialto_bridge,2
09586.png,test,source,berlin_cathedral,5
01816.png,train,source,berlin_cathedral,5
07226.png,val,source,berlin_cathedral,5
08592.png,test,source,rialto_bridge,2
07490.png,val,source,colosseum,0
08571.png,test,source,petronas_towers,1
01632.png,train,source,rialto_bridge,2
04066.png,train,source,berlin_cathedral,5
05146.png,train,source,berlin_cathedral,5
04767.png,train,source,hagia_sophia,6
01299.png,train,source,st_stephen_cathedral_vienna,4
03906.png,train,source,berlin_cathedral,5
04909.png,train,source,st_stephen_cathedral_vienna,4
06102.png,train,source,rialto_bridge,2
02692.png,train,source,rialto_bridge,2
06129.png,train,source,st_stephen_cathedral_vienna,4
06456.png,train,source,berlin_cathedral,5
08288.png,val,source,gaudi_casa_batllo_barcelona,7
01620.png,train,source,colosseum,0
00987.png,train,source,hagia_sophia,6
07366.png,val,source,berlin_cathedral,5
07803.png,val,source,museu_nacional_dart_de_catalunya,3
01538.png,train,source,gaudi_casa_batllo_barcelona,7
04578.png,train,source,gaudi_casa_batllo_barcelona,7
02041.png,train,source,petronas_towers,1
08349.png,val,source,st_stephen_cathedral_vienna,4
09891.png,test,source,petronas_towers,1
09636.png,test,source,berlin_cathedral,5
07651.png,val,source,petronas_towers,1
03820.png,train,source,colosseum,0
03990.png,train,source,colosseum,0
08791.png,test,source,petronas_towers,1
03747.png,train,source,hagia_sophia,6
08761.png,test,source,petronas_towers,1
02420.png,train,source,colosseum,0
08210.png,val,source,colosseum,0
07541.png,val,source,petronas_towers,1
05648.png,train,source,gaudi_casa_batllo_barcelona,7
02720.png,train,source,colosseum,0
05490.png,train,source,colosseum,0
09791.png,test,source,petronas_towers,1
09590.png,test,source,colosseum,0
07931.png,val,source,petronas_towers,1
04597.png,train,source,hagia_sophia,6
04460.png,train,source,colosseum,0
01693.png,train,source,museu_nacional_dart_de_catalunya,3
04886.png,train,source,berlin_cathedral,5
02716.png,train,source,berlin_cathedral,5
05783.png,train,source,museu_nacional_dart_de_catalunya,3
07470.png,val,source,colosseum,0
06292.png,train,source,rialto_bridge,2
00158.png,train,source,gaudi_casa_batllo_barcelona,7
06162.png,train,source,rialto_bridge,2
09649.png,test,source,st_stephen_cathedral_vienna,4
04401.png,train,source,petronas_towers,1
08968.png,test,source,gaudi_casa_batllo_barcelona,7
09560.png,test,source,colosseum,0
07566.png,val,source,berlin_cathedral,5
07628.png,val,source,gaudi_casa_batllo_barcelona,7
08200.png,val,source,colosseum,0
07050.png,val,source,colosseum,0
05940.png,train,source,colosseum,0
07653.png,val,source,museu_nacional_dart_de_catalunya,3
08347.png,val,source,hagia_sophia,6
03709.png,train,source,st_stephen_cathedral_vienna,4
08588.png,test,source,gaudi_casa_batllo_barcelona,7
08917.png,test,source,hagia_sophia,6
05393.png,train,source,museu_nacional_dart_de_catalunya,3
07121.png,val,source,petronas_towers,1
07682.png,val,source,rialto_bridge,2
07133.png,val,source,museu_nacional_dart_de_catalunya,3
08859.png,test,source,st_stephen_cathedral_vienna,4
07606.png,val,source,berlin_cathedral,5
00803.png,train,source,museu_nacional_dart_de_catalunya,3
03711.png,train,source,petronas_towers,1
02519.png,train,source,st_stephen_cathedral_vienna,4
09801.png,test,source,petronas_towers,1
08309.png,val,source,st_stephen_cathedral_vienna,4
00690.png,train,source,colosseum,0
07858.png,val,source,gaudi_casa_batllo_barcelona,7
08369.png,val,source,st_stephen_cathedral_vienna,4
07913.png,val,source,museu_nacional_dart_de_catalunya,3
09503.png,test,source,museu_nacional_dart_de_catalunya,3
07487.png,val,source,hagia_sophia,6
09129.png,test,source,st_stephen_cathedral_vienna,4
09389.png,test,source,st_stephen_cathedral_vienna,4
02282.png,train,source,rialto_bridge,2
07789.png,val,source,st_stephen_cathedral_vienna,4
07011.png,val,source,petronas_towers,1
03570.png,train,source,colosseum,0
09463.png,test,source,museu_nacional_dart_de_catalunya,3
01833.png,train,source,museu_nacional_dart_de_catalunya,3
08201.png,val,source,petronas_towers,1
03138.png,train,source,gaudi_casa_batllo_barcelona,7
08633.png,test,source,museu_nacional_dart_de_catalunya,3
03847.png,train,source,hagia_sophia,6
02492.png,train,source,rialto_bridge,2
01796.png,train,source,berlin_cathedral,5
07370.png,val,source,colosseum,0
06416.png,train,source,berlin_cathedral,5
09730.png,test,source,colosseum,0
08353.png,val,source,museu_nacional_dart_de_catalunya,3
07207.png,val,source,hagia_sophia,6
09440.png,test,source,colosseum,0
05917.png,train,source,hagia_sophia,6
01918.png,train,source,gaudi_casa_batllo_barcelona,7
03101.png,train,source,petronas_towers,1
04552.png,train,source,rialto_bridge,2
09416.png,test,source,berlin_cathedral,5
08099.png,val,source,st_stephen_cathedral_vienna,4
09059.png,test,source,st_stephen_cathedral_vienna,4
08433.png,val,source,museu_nacional_dart_de_catalunya,3
07052.png,val,source,rialto_bridge,2
09958.png,test,source,gaudi_casa_batllo_barcelona,7
09886.png,test,source,berlin_cathedral,5
08188.png,val,source,gaudi_casa_batllo_barcelona,7
05077.png,train,source,hagia_sophia,6
07821.png,val,source,petronas_towers,1
00932.png,train,source,rialto_bridge,2
08026.png,val,source,berlin_cathedral,5
00323.png,train,source,museu_nacional_dart_de_catalunya,3
09313.png,test,source,museu_nacional_dart_de_catalunya,3
06138.png,train,source,gaudi_casa_batllo_barcelona,7
01596.png,train,source,berlin_cathedral,5
09543.png,test,source,museu_nacional_dart_de_catalunya,3
02236.png,train,source,berlin_cathedral,5
09640.png,test,source,colosseum,0
05001.png,train,source,petronas_towers,1
04618.png,train,source,gaudi_casa_batllo_barcelona,7
07023.png,val,source,museu_nacional_dart_de_catalunya,3
05976.png,train,source,berlin_cathedral,5
03808.png,train,source,gaudi_casa_batllo_barcelona,7
01976.png,train,source,berlin_cathedral,5
08542.png,test,source,rialto_bridge,2
02828.png,train,source,gaudi_casa_batllo_barcelona,7
01507.png,train,source,hagia_sophia,6
09479.png,test,source,st_stephen_cathedral_vienna,4
05438.png,train,source,gaudi_casa_batllo_barcelona,7
02491.png,train,source,petronas_towers,1
08608.png,test,source,gaudi_casa_batllo_barcelona,7
09381.png,test,source,petronas_towers,1
03579.png,train,source,st_stephen_cathedral_vienna,4
02876.png,train,source,berlin_cathedral,5
07447.png,val,source,hagia_sophia,6
07817.png,val,source,hagia_sophia,6
09420.png,test,source,colosseum,0
00027.png,train,source,hagia_sophia,6
07571.png,val,source,petronas_towers,1
00089.png,train,source,st_stephen_cathedral_vienna,4
04343.png,train,source,museu_nacional_dart_de_catalunya,3
09653.png,test,source,museu_nacional_dart_de_catalunya,3
09082.png,test,source,rialto_bridge,2
04422.png,train,source,rialto_bridge,2
05820.png,train,source,colosseum,0
00663.png,train,source,museu_nacional_dart_de_catalunya,3
07449.png,val,source,st_stephen_cathedral_vienna,4
07481.png,val,source,petronas_towers,1
04710.png,train,source,colosseum,0
06867.png,train,source,hagia_sophia,6
08242.png,val,source,rialto_bridge,2
02253.png,train,source,museu_nacional_dart_de_catalunya,3
07107.png,val,source,hagia_sophia,6
09260.png,test,source,colosseum,0
00761.png,train,source,petronas_towers,1
03740.png,train,source,colosseum,0
07527.png,val,source,hagia_sophia,6
09410.png,test,source,colosseum,0
07253.png,val,source,museu_nacional_dart_de_catalunya,3
08228.png,val,source,gaudi_casa_batllo_barcelona,7
05233.png,train,source,museu_nacional_dart_de_catalunya,3
